%eval_id interface         m_root          m_top         p_root          p_top         t_root          t_top          alpha           span      chord_tip    my_function  my_constraint 
1378         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1379         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1380         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1381         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1382         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1383         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1384         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1385         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1386         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1387         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1388         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1389         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1390         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1391         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1392         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1393         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1394         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1395         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1396         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1397         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1398         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1399         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1400         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1401         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1402         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1403         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1404         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1405         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1406         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1407         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1408         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1409         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1410         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1411         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1412         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1413         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1414         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1415         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1416         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1417         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1418         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1419         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1420         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1421         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1422         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1423         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1424         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1425         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1426         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1427         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1428         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1429         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1430         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1431         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1432         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1433         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1434         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1435         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1436         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1437         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1438         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1439         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1440         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1441         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1442         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1443         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1444         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1445         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1446         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1447         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1448         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1449         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1450         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1451         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1452         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1453         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1454         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1455         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1456         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1457         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1458         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1459         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1460         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1461         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1462         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1463         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1464         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1465         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1466         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1467         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1468         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1469         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1470         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1471         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1472         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1473         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1474         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1475         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1476         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1477         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1478         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1479         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1480         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1481         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1482         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1483         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1484         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1485         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1486         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1487         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1488         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1489         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1490         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1491         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1492         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1493         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1494         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1495         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1496         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1497         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1498         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1499         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1500         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1501         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1502         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1503         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1504         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1505         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1506         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1507         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1508         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1509         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1510         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1511         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1512         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1513         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1514         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1515         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1516         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1517         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1518         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1519         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1520         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1521         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1522         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1523         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1524         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1525         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1526         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1527         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1528         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1529         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1530         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1531         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1532         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1533         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1534         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1535         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1536         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1537         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1538         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1539         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1540         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1541         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1542         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1543         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1544         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1545         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1546         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1547         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1548         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1549         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1550         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1551         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1552         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1553         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1554         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1555         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1556         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1557         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1558         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1559         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1560         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1561         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1562         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1563         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1564         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1565         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1566         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1567         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1568         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1569         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1570         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1571         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1572         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1573         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1574         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1575         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1576         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1577         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1578         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1579         NO_ID  0.04614322551  0.08956090289   0.4779939541   0.3242390975   0.1869197805   0.1464696404    -2.70855975    9.801565779    1.489553208  0.01691097287     0.01480976 
1580         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1581         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1582         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
1583         NO_ID           0.12           0.12            0.5            0.5           0.19           0.19   -1.718710625    10.01722242            1.5  0.06649260139     -0.8215129 
